Date,Open,High,Low,Close,Volume,Adj Close
2017-05-12,99.910004,100.050003,99.309998,99.400002,379000,99.400002
2017-05-11,99.589996,100.089996,99.400002,100.040001,411400,100.040001
2017-05-10,99.709999,99.989998,99.529999,99.970001,402200,99.970001
2017-05-09,100.389999,100.540001,99.580002,99.720001,371000,99.720001
2017-05-08,100.120003,100.769997,99.790001,100.419998,427000,100.419998
2017-05-05,100.50,101.050003,99.82,100.160004,492400,100.160004
2017-05-04,99.559998,102.029999,99.559998,100.330002,733500,100.330002
2017-05-03,99.449997,99.760002,99.059998,99.370003,410200,99.370003
2017-05-02,99.239998,99.639999,98.900002,99.360001,514500,99.360001
2017-05-01,100.029999,100.230003,99.190002,99.190002,305800,99.190002
2017-04-28,100.00,100.040001,99.519997,99.900002,655300,99.900002
2017-04-27,99.919998,100.459999,99.610001,100.019997,330800,100.019997
2017-04-26,100.730003,100.900002,99.709999,99.720001,603600,99.720001
2017-04-25,101.089996,101.199997,100.190002,100.68,568100,100.68
2017-04-24,100.769997,101.120003,100.379997,101.080002,790200,101.080002
2017-04-21,100.360001,100.580002,100.260002,100.400002,472200,100.400002
2017-04-20,100.510002,100.790001,100.269997,100.440002,529400,100.440002
2017-04-19,100.669998,100.970001,100.129997,100.519997,489400,100.519997
2017-04-18,100.160004,101.349998,100.160004,100.690002,619500,100.690002
2017-04-17,99.419998,100.129997,99.050003,100.110001,690300,100.110001
2017-04-13,99.739998,100.169998,99.110001,99.190002,465700,99.190002
2017-04-12,99.699997,100.57,99.330002,99.839996,1274100,99.839996
2017-04-11,99.440002,99.940002,98.980003,99.669998,882000,99.669998
2017-04-10,99.660004,100.110001,99.300003,99.769997,613200,99.769997
2017-04-07,100.279999,100.279999,99.559998,99.589996,887800,99.589996
2017-04-06,100.519997,100.519997,99.709999,100.080002,885500,100.080002
2017-04-05,99.209999,100.879997,99.059998,100.639999,1396600,100.170002
2017-04-04,98.269997,98.470001,97.339996,98.419998,859900,97.960369
2017-04-03,98.199997,98.919998,97.610001,98.150002,983000,97.691633
2017-03-31,97.370003,97.910004,97.25,97.550003,864700,97.094436
2017-03-30,97.75,97.980003,97.099998,97.529999,864100,97.074526
2017-03-29,98.010002,98.68,97.660004,98.050003,1457300,97.592101
2017-03-28,100.00,100.919998,98.239998,98.43,1526700,97.970324
2017-03-27,100.589996,101.519997,100.489998,101.360001,871100,100.886641
2017-03-24,101.43,101.690002,100.910004,101.010002,527100,100.538277
2017-03-23,101.269997,101.889999,101.07,101.220001,504300,100.747295
2017-03-22,101.629997,102.040001,100.779999,101.360001,592500,100.886641
2017-03-21,101.839996,102.419998,101.510002,101.669998,709300,101.195191
2017-03-20,101.980003,102.220001,101.629997,102.019997,566200,101.543555
2017-03-17,101.690002,102.269997,101.300003,102.00,864100,101.523651
2017-03-16,101.910004,102.080002,101.230003,101.480003,567600,101.006083
2017-03-15,100.800003,102.080002,100.610001,101.870003,742000,101.394261
2017-03-14,100.160004,100.779999,100.139999,100.660004,494100,100.189913
2017-03-13,100.050003,100.389999,99.879997,100.379997,620200,99.911214
2017-03-10,100.480003,100.800003,99.910004,100.32,593100,99.851497
2017-03-09,99.18,100.120003,99.080002,99.989998,658100,99.523036
2017-03-08,98.709999,99.309998,98.550003,98.949997,595600,98.487892
2017-03-07,99.239998,99.68,98.940002,99.00,547000,98.537662
2017-03-06,99.019997,99.459999,98.699997,99.239998,515200,98.776539
2017-03-03,99.32,99.459999,98.839996,99.43,516900,98.965654
2017-03-02,98.959999,99.68,98.650002,99.360001,565200,98.895981
2017-03-01,98.339996,99.339996,97.519997,99.059998,690100,98.597379
2017-02-28,97.589996,98.830002,97.589996,98.419998,809100,97.960369
2017-02-27,99.230003,99.660004,97.360001,97.50,884900,97.044667
2017-02-24,98.900002,99.459999,98.449997,99.330002,771200,98.866122
2017-02-23,98.169998,99.410004,97.879997,98.910004,1315200,98.448086
2017-02-22,98.129997,98.370003,97.739998,98.010002,669500,97.552287
2017-02-21,97.830002,98.730003,97.540001,98.519997,1055200,98.0599
2017-02-17,95.870003,97.790001,95.669998,97.589996,1288100,97.134243
2017-02-16,96.730003,97.50,95.879997,96.440002,888700,95.98962
2017-02-15,96.669998,97.07,95.080002,97.040001,915500,96.586816
2017-02-14,97.07,97.279999,96.25,96.849998,560700,96.397701
2017-02-13,97.25,97.519997,96.760002,97.279999,720000,96.825693
2017-02-10,96.970001,97.860001,96.410004,97.25,638600,96.795834
2017-02-09,96.50,97.550003,96.139999,97.050003,691500,96.596771
2017-02-08,95.449997,96.790001,95.449997,96.50,942400,96.049337
2017-02-07,94.610001,95.82,94.610001,95.559998,739100,95.113724
2017-02-06,95.779999,95.779999,94.489998,94.510002,747100,94.068633
2017-02-03,95.720001,96.459999,95.279999,95.860001,584300,95.412326
2017-02-02,94.779999,95.589996,94.610001,95.080002,766500,94.63597
2017-02-01,95.269997,95.650002,94.25,94.550003,902800,94.108447
2017-01-31,95.540001,95.800003,94.970001,95.550003,1230300,95.103777
2017-01-30,95.839996,95.949997,94.839996,95.480003,823000,95.034104
2017-01-27,96.050003,96.120003,95.209999,95.879997,897000,95.43223
2017-01-26,95.760002,96.139999,95.349998,95.599998,954900,95.153538
2017-01-25,93.830002,96.220001,93.669998,95.790001,1388900,95.342654
2017-01-24,93.220001,94.489998,93.209999,94.050003,1223100,93.610782
2017-01-23,93.300003,93.309998,92.800003,93.169998,460900,92.734886
2017-01-20,93.440002,93.800003,92.839996,93.309998,586500,92.874232
2017-01-19,92.940002,93.110001,92.75,93.010002,779900,92.575638
2017-01-18,92.82,93.110001,92.650002,93.059998,465300,92.6254
2017-01-17,91.339996,92.68,91.010002,92.68,737100,92.247177
2017-01-13,90.540001,91.690002,90.540001,91.370003,1024600,90.943297
2017-01-12,90.010002,90.769997,89.839996,90.699997,707900,90.27642
2017-01-11,89.809998,90.57,89.650002,90.230003,500500,89.808622
2017-01-10,89.839996,90.169998,89.75,89.790001,933800,89.370674
2017-01-09,91.410004,91.629997,89.959999,90.139999,836100,89.719038
2017-01-06,91.550003,91.870003,91.040001,91.400002,1280100,90.973156
2017-01-05,93.239998,93.330002,91.43,91.489998,1394900,91.062732
2017-01-04,93.860001,93.959999,93.260002,93.32,667900,92.884188
2017-01-03,93.760002,93.800003,93.040001,93.589996,513400,93.152923
2016-12-30,93.540001,93.709999,93.050003,93.330002,572200,92.894143
2016-12-29,92.910004,93.790001,92.910004,93.669998,579400,93.232551
2016-12-28,92.68,93.620003,92.540001,92.790001,514400,92.356664
2016-12-27,93.18,93.629997,92.870003,93.050003,352500,92.147645
2016-12-23,92.849998,93.389999,92.519997,93.050003,343400,92.147645
2016-12-22,93.260002,93.790001,92.699997,92.860001,711500,91.959486
2016-12-21,92.849998,93.82,92.849998,93.220001,417300,92.315995
2016-12-20,92.440002,92.970001,91.529999,92.769997,470500,91.870354
2016-12-19,92.50,93.269997,91.860001,92.629997,495100,91.731713
2016-12-16,92.599998,93.559998,92.169998,92.440002,1152000,91.54356
2016-12-15,92.169998,93.239998,91.830002,92.349998,760800,91.454429
2016-12-14,93.879997,94.199997,91.919998,92.089996,668000,91.196948
2016-12-13,93.620003,94.190002,93.410004,93.699997,490000,92.791336
2016-12-12,92.330002,93.540001,92.32,93.370003,476600,92.464542
2016-12-09,91.300003,92.50,91.300003,92.43,889600,91.533655
2016-12-08,91.959999,92.139999,91.110001,91.419998,551300,90.533448
2016-12-07,90.610001,92.00,90.279999,91.919998,773800,91.028599
2016-12-06,90.870003,91.360001,89.260002,90.379997,842200,89.503532
2016-12-05,89.059998,90.120003,89.029999,89.589996,917900,88.721192
2016-12-02,89.080002,89.699997,88.790001,89.050003,711600,88.186436
2016-12-01,90.860001,91.269997,88.639999,88.779999,1383500,87.91905
2016-11-30,92.760002,93.010002,91.160004,91.199997,934500,90.31558
2016-11-29,92.410004,93.309998,92.169998,93.129997,551400,92.226864
2016-11-28,92.169998,92.910004,92.00,92.379997,562300,91.484137
2016-11-25,91.279999,92.300003,91.279999,92.300003,328500,91.404919
2016-11-23,92.199997,92.849998,90.949997,91.080002,489200,90.196748
2016-11-22,92.410004,92.989998,92.059998,92.839996,837200,91.939675
2016-11-21,91.199997,92.260002,91.099998,91.879997,550100,90.988986
2016-11-18,91.300003,91.879997,91.040001,91.199997,579600,90.31558
2016-11-17,91.980003,91.980003,90.82,91.400002,717300,90.513645
2016-11-16,91.830002,92.440002,91.620003,91.870003,479700,90.979088
2016-11-15,92.370003,92.970001,91.800003,92.059998,615600,91.167241
2016-11-14,91.400002,92.440002,90.779999,91.910004,564100,91.018701
2016-11-11,91.559998,92.150002,90.660004,91.519997,602300,90.632476
2016-11-10,94.190002,94.410004,91.459999,91.57,888700,90.681994
2016-11-09,93.519997,94.849998,91.529999,94.550003,789500,93.633099
2016-11-08,94.239998,96.129997,94.239998,95.769997,742700,94.841262
2016-11-07,94.099998,94.269997,92.919998,94.239998,760300,93.3261
2016-11-04,94.760002,95.019997,93.339996,93.349998,521400,92.444732
2016-11-03,94.839996,95.00,94.559998,94.860001,562000,93.94009
