Date,Open,High,Low,Close,Volume,Adj Close
2017-05-12,102.360001,102.690002,101.959999,102.050003,276900,102.050003
2017-05-11,103.300003,103.790001,102.360001,102.650002,404500,102.650002
2017-05-10,103.970001,104.68,103.269997,103.629997,389800,103.629997
2017-05-09,105.260002,105.989998,104.290001,104.43,417400,104.43
2017-05-08,104.190002,105.559998,104.120003,105.300003,416400,105.300003
2017-05-05,104.57,104.949997,103.110001,103.919998,349800,103.919998
2017-05-04,104.559998,106.019997,103.870003,104.470001,503200,104.470001
2017-05-03,99.989998,104.669998,98.699997,104.510002,1151200,104.510002
2017-05-02,97.25,98.290001,97.129997,98.139999,435700,98.139999
2017-05-01,96.900002,97.419998,96.269997,97.25,315300,97.25
2017-04-28,97.029999,97.099998,96.089996,96.239998,309100,96.239998
2017-04-27,97.160004,97.489998,96.949997,97.120003,350100,97.120003
2017-04-26,97.010002,98.010002,96.919998,97.019997,294100,97.019997
2017-04-25,96.550003,97.349998,96.220001,96.919998,387000,96.919998
2017-04-24,95.57,96.389999,95.550003,96.120003,411500,96.120003
2017-04-21,94.849998,95.220001,94.540001,94.699997,345500,94.699997
2017-04-20,94.470001,95.650002,93.940002,95.110001,362900,95.110001
2017-04-19,94.410004,94.629997,93.660004,93.970001,265000,93.970001
2017-04-18,93.610001,94.040001,92.870003,93.599998,349700,93.599998
2017-04-17,93.190002,94.25,92.959999,94.220001,322200,94.220001
2017-04-13,92.910004,94.07,92.349998,92.68,445700,92.68
2017-04-12,94.870003,95.059998,93.540001,93.629997,352000,93.629997
2017-04-11,94.57,95.25,94.059998,95.209999,175600,95.209999
2017-04-10,94.690002,95.940002,94.650002,94.849998,256100,94.849998
2017-04-07,94.269997,95.410004,93.989998,94.690002,275800,94.690002
2017-04-06,94.339996,94.860001,93.610001,94.790001,665400,94.790001
2017-04-05,95.760002,95.760002,94.290001,94.349998,380900,94.349998
2017-04-04,94.779999,95.650002,94.339996,94.959999,287300,94.959999
2017-04-03,95.82,96.160004,93.949997,95.010002,412000,95.010002
2017-03-31,95.370003,96.139999,94.339996,95.669998,281300,95.669998
2017-03-30,94.480003,95.519997,94.309998,95.440002,307700,95.440002
2017-03-29,95.389999,95.459999,94.25,94.309998,436100,94.309998
2017-03-28,94.339996,95.730003,93.900002,95.50,442100,95.50
2017-03-27,93.860001,94.949997,93.360001,94.559998,539000,94.559998
2017-03-24,95.510002,96.129997,94.68,95.059998,296600,95.059998
2017-03-23,95.309998,96.489998,95.110001,95.339996,482200,95.339996
2017-03-22,95.470001,95.970001,94.779999,95.580002,355600,95.580002
2017-03-21,98.230003,98.230003,95.370003,95.449997,566400,95.449997
2017-03-20,98.610001,98.610001,97.410004,97.650002,357800,97.650002
2017-03-17,98.589996,99.230003,98.150002,98.970001,805600,98.970001
2017-03-16,99.029999,99.50,98.089996,98.589996,369200,98.589996
2017-03-15,99.25,99.660004,98.599998,99.019997,341300,99.019997
2017-03-14,99.269997,99.790001,98.050003,99.489998,324400,99.489998
2017-03-13,99.480003,100.110001,99.129997,99.410004,335900,99.410004
2017-03-10,100.370003,100.379997,99.489998,99.639999,293000,99.639999
2017-03-09,99.779999,100.169998,99.480003,99.970001,251100,99.970001
2017-03-08,100.239998,100.629997,99.410004,99.480003,269300,99.480003
2017-03-07,99.620003,99.809998,99.010002,99.599998,269100,99.599998
2017-03-06,99.019997,99.830002,98.769997,99.580002,294900,99.580002
2017-03-03,99.900002,100.470001,99.410004,99.870003,332100,99.870003
2017-03-02,100.860001,100.860001,99.68,99.75,411300,99.75
2017-03-01,100.00,101.32,100.00,100.849998,418800,100.849998
2017-02-28,98.120003,99.080002,97.900002,99.00,412800,99.00
2017-02-27,98.68,98.970001,97.75,98.120003,285300,98.120003
2017-02-24,98.150002,98.790001,97.760002,98.760002,267000,98.760002
2017-02-23,98.00,99.050003,98.00,98.839996,448800,98.839996
2017-02-22,97.550003,98.489998,97.550003,98.389999,386900,97.860001
2017-02-21,96.370003,98.269997,96.360001,98.040001,435800,97.511888
2017-02-17,96.389999,96.75,95.519997,96.75,356700,96.228836
2017-02-16,96.309998,97.089996,96.07,96.519997,454200,96.000071
2017-02-15,94.860001,96.25,94.860001,96.25,369700,95.731529
2017-02-14,93.510002,95.449997,92.940002,95.25,319200,94.736916
2017-02-13,93.050003,94.919998,93.040001,94.32,401100,93.811925
2017-02-10,91.360001,93.010002,91.190002,92.93,469200,92.429413
2017-02-09,90.449997,91.879997,90.07,91.360001,797700,90.867871
2017-02-08,94.980003,94.980003,89.550003,90.449997,990700,89.962769
2017-02-07,97.589996,97.940002,96.910004,97.00,457200,96.477489
2017-02-06,97.519997,97.93,97.080002,97.389999,242700,96.865388
2017-02-03,97.860001,98.360001,97.449997,98.010002,301900,97.482051
2017-02-02,97.370003,97.75,96.989998,97.339996,282500,96.815654
2017-02-01,97.120003,97.93,97.050003,97.360001,337300,96.835551
2017-01-31,97.059998,97.300003,96.629997,97.129997,384000,96.606786
2017-01-30,97.699997,97.699997,96.43,96.959999,378300,96.437704
2017-01-27,98.889999,98.980003,97.839996,97.879997,305100,97.352746
2017-01-26,97.959999,98.919998,97.940002,98.879997,288900,98.347359
2017-01-25,97.370003,98.199997,97.370003,98.029999,376700,97.50194
2017-01-24,95.93,97.050003,95.93,96.739998,221700,96.218888
2017-01-23,96.099998,96.339996,95.68,95.970001,263100,95.453039
2017-01-20,95.809998,96.660004,95.489998,96.150002,349600,95.632069
2017-01-19,95.370003,95.949997,95.07,95.650002,347000,95.134763
2017-01-18,95.040001,95.540001,94.239998,95.120003,397800,94.607619
2017-01-17,94.309998,95.309998,93.739998,94.709999,399500,94.199824
2017-01-13,94.959999,96.029999,94.599998,94.830002,254900,94.31918
2017-01-12,94.739998,95.300003,93.940002,94.830002,382800,94.31918
2017-01-11,94.150002,94.809998,93.949997,94.800003,338100,94.289343
2017-01-10,94.239998,95.209999,93.93,94.199997,370800,93.692569
2017-01-09,95.059998,95.50,94.059998,94.110001,500200,93.603057
2017-01-06,95.279999,96.330002,95.059998,95.980003,359400,95.462987
2017-01-05,95.349998,95.949997,94.510002,95.129997,412400,94.61756
2017-01-04,94.050003,95.330002,92.489998,95.089996,459100,94.577774
2017-01-03,93.639999,94.120003,92.720001,94.120003,429200,93.613006
2016-12-30,93.129997,93.400002,92.470001,92.860001,289700,92.359791
2016-12-29,92.900002,93.629997,92.550003,92.669998,429100,92.170812
2016-12-28,94.120003,94.400002,93.089996,93.190002,326400,92.688015
2016-12-27,93.360001,94.139999,93.110001,93.739998,230400,93.235048
2016-12-23,93.18,93.57,92.610001,93.279999,209600,92.777526
2016-12-22,92.610001,93.360001,92.269997,93.190002,332700,92.688015
2016-12-21,92.209999,92.669998,91.989998,92.32,282900,91.822699
2016-12-20,92.93,93.199997,92.050003,92.300003,311200,91.80281
2016-12-19,91.360001,92.629997,91.209999,92.410004,507100,91.912218
